날짜,페이스북팔로워,페이스북좋아요,인스타팔로워,인스타게시글수,유튜브구독자수,유튜브조회수
2022.01.12,98220,119231,132646,5734,191000,111329397
2022.12.13,100524,125962,151212,6810,239000,241559023
2022.11.13,100483,125746,139284,6803,236000,226942440
2022.10.13,99990,124723,133569,6717,233000,221530062
2022.09.13,99851,124379,143897,6603,230000,209307406
2022.08.13,99415,123798,132321,6486,226000,188598338
2022.07.13,98965,122985,121095,6366,219000,177547428
2022.06.13,98681,122258,121020,6234,214000,168327907
2022.05.13,98618,121770,132718,6058,209922,158269576
2022.04.13,98588,121754,132738,6037,207102,146931933
2022.03.13,98574,121746,132743,6032,204188,137082213
2022.02.13,98525,119500,132723,5734,196000,120339754
2022.12.14,100525,125987,153222,6812,240000,241962297
2022.11.14,100484,125748,139312,6803,236000,227002380
2022.10.14,99996,124728,133624,6721,234000,221797769
2022.09.14,99872,124410,143920,6609,230000,210150048
2022.08.14,99429,123810,132322,6492,226000,189572238
2022.07.14,99042,123071,121200,6372,220000,178003871
2022.06.14,98689,122310,121050,6240,214000,168520169
2022.05.14,98619,121771,132717,6058,210016,158647497
2022.04.14,98589,121754,132738,6037,207196,147309855
2022.03.14,98576,121746,132746,6032,204282,137727679
2022.02.14,98528,119500,132723,5734,197000,120693587
2022.01.14,98220,119233,132646,5734,192000,112217529
2022.12.15,100525,126021,154000,6812,240000,242339945
2022.11.15,100485,125749,139321,6803,236000,227060092
2022.10.15,100000,124742,133627,6726,234000,221960287
2022.09.15,99902,124443,143928,6615,230000,210575613
2022.08.15,99462,123849,132353,6498,227000,191351026
2022.07.15,99055,123094,121205,6378,220000,178329459
2022.06.15,98701,122352,121053,6246,214000,168632797
2022.05.15,98620,121772,132717,6059,210110,159025419
2022.04.15,98590,121755,132737,6038,207290,147687776
2022.03.15,98561,121730,132726,6016,204376,142723022
2022.02.15,98528,119500,132723,5734,197000,121083899
2022.01.15,98220,119233,132646,5734,192000,112707842
2022.12.16,100524,126067,155000,6812,240000,242699146
2022.11.16,100486,125721,139495,6804,236000,227091228
2022.10.16,100005,124745,134200,6730,234000,222104797
2022.09.16,99919,124466,143961,6623,230000,211357208
2022.08.16,99468,123878,132366,6504,227000,192566094
2022.06.16,98709,122387,121056,6252,215000,168680381
2022.05.16,98621,121772,132716,6060,210204,159403340
2022.04.16,98591,121755,132736,6039,207384,148065697
2022.03.16,98550,121718,132711,6004,204470,146630895
2022.02.16,98529,119500,132723,5734,197000,121547773
2022.01.16,98232,119234,132646,5734,192000,113001915
2022.12.17,100522,126069,155000,6812,240000,243028098
2022.11.17,100487,125724,139646,6804,236000,227160133
2022.10.17,100023,124763,134512,6734,234000,222494530
2022.09.17,99934,124491,144009,6629,231000,212490760
2022.08.17,99476,123921,132388,6504,227000,193194887
2022.06.17,98720,122424,121058,6258,215000,168847957
2022.05.17,98600,121746,132717,6100,210298,159534137
2022.04.17,98592,121756,132736,6039,207478,148443619
2022.03.17,98539,121706,132697,5992,204564,150538769
2022.02.17,98534,119500,132723,5734,197000,121917635
2022.12.18,100524,126077,155000,6812,240000,243360271
2022.11.18,100488,125726,139681,6804,236000,227197981
2022.10.18,100047,124787,134544,6738,234000,222728333
2022.09.18,99947,124515,144042,6629,231000,213596743
2022.08.18,99483,123958,132450,6510,227000,194423318
2022.06.18,98727,122453,121059,6264,215000,168910915
2022.05.18,98579,121720,132716,6104,210392,159664934
2022.04.18,98593,121756,132735,6040,207572,148821540
2022.03.18,98528,121694,132682,5980,204658,154446642
2022.02.18,98537,119500,132737,5734,197000,122331415
2022.01.18,98237,119236,132646,5734,193000,113432428
2022.12.19,100515,126069,155000,6812,240000,243714234
2022.11.19,100488,125728,139691,6804,236000,227273637
2022.10.19,100049,124792,134584,6742,234000,223054565
2022.09.19,99954,124530,144157,6630,231000,214479177
2022.08.19,99492,123975,132580,6516,227000,194819191
2022.06.19,98727,122463,121059,6270,215000,169068385
2022.05.19,98557,121694,132717,6108,210486,159795731
2022.04.19,98594,121757,132734,6041,207666,149199462
2022.03.19,98517,121682,132668,5968,204752,158354516
2022.02.19,98538,119500,132737,5734,197000,122762313
2022.01.19,98238,119237,132646,5734,193000,113709550
2022.12.20,100515,126070,156000,6812,240000,244090413
2022.11.20,100489,125730,139721,6804,236000,227337549
2022.10.20,100048,124791,134591,6746,234000,223333329
2022.09.20,99953,124529,144201,6642,231000,215375003
2022.08.20,99500,123999,132870,6522,227000,195640932
2022.06.20,98730,122476,121070,6276,215000,169368681
2022.05.20,98536,121668,132716,6112,210580,159926528
2022.04.20,98595,121758,132734,6041,207760,149577383
2022.03.20,98506,121670,132653,5956,204846,162262389
2022.02.20,98540,119500,132737,5734,199000,123322682
2022.01.20,98238,119238,132646,5734,193000,113872152
2022.12.21,100513,126067,156000,6812,240000,244444030
2022.11.21,100490,125734,139781,6804,236000,227392870
2022.10.21,100154,124852,135111,6750,234000,223496183
2022.09.21,99956,124538,144253,6646,231000,215959323
2022.08.21,99524,124008,133120,6528,227000,196133741
2022.06.21,98729,122489,121073,6282,215000,169705368
2022.05.21,98515,121642,132717,6116,210674,160057325
2022.04.21,98596,121758,132733,6042,207854,149955305
2022.03.21,98495,121658,132639,5944,204940,166170263
2022.02.21,98541,119500,132737,5734,200000,124262800
2022.01.21,98238,119239,132694,5734,193000,114034937
2022.12.22,100511,126064,156000,6812,240000,244758759
2022.11.22,100491,125736,139793,6804,236000,227493797
2022.10.22,100233,124982,135125,6754,234000,223829238
2022.09.22,99958,124546,144341,6652,231000,216458718
2022.08.22,99545,124032,133333,6534,228000,196591137
2022.06.22,98751,122528,121074,6288,215000,169847379
2022.05.22,98493,121616,132716,6120,210768,160188122
2022.04.22,98597,121759,132732,6043,207948,150333226
2022.03.22,98484,121646,132624,5932,205034,170078136
2022.02.22,98544,119500,132737,5734,201000,125178698
2022.01.22,98438,119240,132694,5734,193000,114373998
2022.12.23,100513,126069,156000,6813,240000,245118037
2022.11.23,100492,125740,139814,6805,236000,227550370
2022.10.23,100310,125497,135125,6758,235000,223965416
2022.09.23,99959,124550,144375,6653,231000,216597602
2022.08.23,99548,124058,133354,6540,228000,196794391
2022.06.23,98776,122571,121075,6294,216000,170107059
2022.05.23,98472,121590,132717,6124,210862,160318919
2022.04.23,98598,121759,132732,6044,208042,150711147
2022.03.23,98578,121746,132743,6032,205128,141751076
2022.02.23,98547,119500,132737,5734,201000,125694934
2022.01.23,98448,119323,132694,5734,193000,114900306
2022.12.24,100512,126071,156000,6813,241000,245476138
2022.11.24,100494,125744,141212,6806,236000,227611846
2022.10.24,100337,125455,135140,6765,235000,224441770
2022.09.24,99976,124571,144367,6654,231000,216891757
2022.08.24,99578,124079,133388,6546,228000,197333227
2022.06.24,98809,122647,121075,6300,216000,170654055
2022.05.24,98451,121563,132716,6128,210956,160449716
2022.04.24,98599,121760,132731,6044,208136,151089069
2022.03.24,98532,121697,132684,5983,205222,156403927
2022.02.24,98548,121746,132737,5734,202000,126201547
2022.01.24,98458,119325,132694,5734,194000,114900306
2022.12.25,100510,126071,156000,6814,241000,245807639
2022.11.25,100496,125748,141242,6806,236000,227638349
2022.10.25,100377,125554,135520,6767,235000,224849540
2022.09.25,99978,124578,144339,6655,231000,216989833
2022.08.25,99600,124087,133388,6552,228000,197645048
2022.06.25,98804,122656,121076,6306,216000,170951999
2022.05.25,98429,121537,132717,6132,211050,160580513
2022.04.25,98600,121760,132730,6045,208230,151466990
2022.03.25,98536,121701,132689,5987,205316,155706810
2022.02.25,98549,121746,132737,5734,202000,126542586
2022.01.25,98465,119326,132694,5734,194000,115370860
2022.12.26,100514,126075,156000,6814,241000,246187592
2022.11.26,100497,125751,141345,6806,236000,227770457
2022.10.26,100401,125592,135542,6771,235000,225098818
2022.09.26,99981,124585,144363,6655,231000,217217735
2022.08.26,99620,124100,133389,6558,228000,197807918
2022.07.26,99152,123245,121206,6384,222000,182950343
2022.06.26,98812,122676,121078,6312,216000,171116077
2022.05.26,98408,121511,132716,6136,211144,160711310
2022.04.26,98601,121761,132730,6046,208324,151844912
2022.03.26,98540,121705,132693,5991,205410,155009693
2022.02.26,98557,121746,132737,5734,202000,127016903
2022.01.26,98464,119327,132694,5734,194000,115838710
2022.12.27,100514,126074,156000,6815,241000,246527040
2022.11.27,100497,125753,141388,6806,236000,227901222
2022.10.27,100407,125607,135621,6775,235000,225207282
2022.09.27,99985,124592,144339,6661,231000,217530476
2022.08.27,99658,124117,133420,6564,228000,198147002
2022.07.27,99155,123301,122200,6390,223000,183190211
2022.06.27,98820,122690,121079,6318,216000,171559077
2022.05.27,98387,121485,132717,6140,211238,160842107
2022.04.27,98602,121761,132729,6046,208418,152222833
2022.03.27,98544,121709,132698,5995,205504,154312576
2022.02.27,98559,121746,132737,5734,203000,127533713
2022.01.27,98467,119348,132694,5734,194000,116245799
2022.12.28,100520,126079,156000,6815,241000,246879825
2022.11.28,100498,125758,141421,6806,236000,227977441
2022.10.28,100413,125617,135684,6779,235000,225423850
2022.09.28,99999,124614,144342,6665,232000,217946286
2022.08.28,99684,124120,133421,6569,228000,198476788
2022.07.28,99180,123320,122900,6396,223000,183284151
2022.05.28,98365,121459,132716,6144,211332,160972904
2022.04.28,98603,121762,132728,6047,208512,152600755
2022.03.28,98548,121713,132702,5999,205598,153615459
2022.02.28,98560,121746,132737,5734,203000,128184446
2022.01.28,98490,119353,132694,5734,195000,116617415
2022.12.29,100516,126077,156000,6815,241000,247184271
2022.11.29,100500,125764,141431,6807,236000,228191949
2022.10.29,100427,125648,136412,6783,235000,225630866
2022.09.29,100008,124633,144344,6669,232000,218066566
2022.08.29,99695,124128,133423,6569,228000,199336765
2022.07.29,99189,123341,123500,6402,223000,183496526
2022.06.29,98836,122741,121083,6324,217000,172539362
2022.05.29,98674,122045,138115,6158,214000,162831516
2022.04.29,98604,121763,132728,6048,208606,152978676
2022.03.29,98552,121717,132707,6003,205692,152918342
2022.01.29,98495,119357,132694,5734,195000,116973818
2022.12.30,100524,126088,156000,6815,241000,247670486
2022.11.30,100501,125768,141438,6807,236000,228434496
2022.10.30,100459,125684,136450,6787,235000,225701600
2022.09.30,100015,124642,144357,6673,232000,218404457
2022.08.30,99720,124161,133423,6570,228000,199925342
2022.07.30,99200,123374,130001,6408,223000,183614045
2022.06.30,98847,122773,121085,6330,217000,172869384
2022.05.30,98681,122067,138231,6165,214000,163057148
2022.04.30,98605,121763,132727,6048,208700,153356597
2022.03.30,98556,121721,132711,6007,205786,152221225
2022.01.30,98501,119359,132694,5734,195000,117300956
2022.12.31,100523,126094,156000,6815,241000,248002743
2022.10.31,100465,125696,136484,6791,235000,225924362
2022.08.31,99740,124197,133450,6570,228000,200476811
2022.07.31,99222,123387,130100,6414,223000,183674471
2022.05.31,98673,122071,138232,6175,214000,163349368
2022.03.31,98560,121725,132716,6011,205880,151524108
2022.01.31,98503,119360,132694,5734,195000,117631544
2021.12.01,97998,118563,132053,5670,182000,105046719
2021.11.01,97907,118267,130994,5546,180000,100246186
2021.10.01,97931,117934,130185,5433,178000,95595189
2021.09.01,97776,117259,129535,5315,174000,87182160
2021.08.01,96688,115301,128529,5170,169000,81305709
2021.07.01,96324,114190,127638,5069,162000,75999116
2021.06.01,96225,113788,125554,4948,158000,70940646
2021.05.01,95956,113071,123530,4801,146000,62638265
2021.04.01,95263,111711,120104,4714,122000,50693918
2021.12.02,97984,118553,132087,5670,182000,105198847
2021.11.02,97910,118279,131005,5552,181000,100457410
2021.10.02,97928,117958,130196,5436,178000,95771594
2021.09.02,97781,117275,129543,5319,174000,87417954
2021.08.02,96695,115338,128529,5170,169000,81472290
2021.07.02,96316,114187,127665,5072,162000,76149317
2021.06.02,96225,113788,125554,4948,158000,71331337
2021.05.02,95973,113115,123725,4809,148000,63013166
2021.04.02,95262,111713,120104,4714,122000,50832096
2021.12.03,97978,118553,132106,5671,182000,105198847
2021.11.03,97908,118288,131039,5556,181000,100591907
2021.10.03,97935,117989,130243,5441,178000,95932764
2021.09.03,97771,117275,129538,5320,174000,87648771
2021.08.03,96722,115414,128803,5184,169000,81695585
2021.07.03,96320,114196,127680,5075,162000,76270827
2021.06.03,96225,113788,125554,4948,159000,71601911
2021.05.03,96027,113212,123908,4813,149000,63457577
2021.04.03,95262,111715,120104,4714,122000,50968990
2021.12.04,98063,118702,132381,5689,183000,105364574
2021.11.04,97906,118291,131056,5568,181000,100684501
2021.10.04,97939,118001,130252,5446,178000,96171693
2021.09.04,97759,117280,129541,5323,174000,87824462
2021.08.04,96729,115459,128883,5186,169000,81885663
2021.07.04,96319,114200,127687,5075,162000,76407013
2021.06.04,96225,113788,125554,4948,159000,71796037
2021.05.04,96047,113247,123993,4817,150000,63940926
2021.04.04,95266,111718,120104,4714,123000,51172244
2021.12.05,98063,118702,132381,5689,183000,105447758
2021.11.05,97906,118291,131149,5572,181000,100855240
2021.10.05,97940,118047,130281,5454,178000,96395122
2021.09.05,97755,117284,129518,5326,174000,88005565
2021.08.05,96968,115764,128921,5195,169000,82000965
2021.07.05,96326,114221,127703,5076,162000,76549826
2021.06.05,96225,113788,125554,4948,159000,72007541
2021.05.05,96061,113290,124098,4825,150000,64231677
2021.04.05,95275,111723,120104,4714,124000,51620853
2021.12.06,98063,118702,132381,5689,183000,105601014
2021.11.06,97908,118304,131193,5574,181000,101006939
2021.10.06,97940,118047,130280,5454,178000,96545498
2021.09.06,97764,117304,129576,5333,174000,88246846
2021.08.06,97007,115839,128987,5199,169000,82224303
2021.07.06,96323,114237,127675,5080,163000,76695061
2021.06.06,96225,113788,125554,4948,159000,72170112
2021.05.06,96059,113317,124189,4837,151000,64444324
2021.04.06,95276,111753,120104,4714,124000,51962039
2021.12.07,98063,118702,132381,5689,183000,105847350
2021.11.07,97919,118316,131203,5579,181000,101191192
2021.10.07,97945,118069,130293,5459,178000,96645289
2021.09.07,97778,117337,129625,5338,174000,88539972
2021.08.07,97030,115881,128961,5199,170000,82354460
2021.07.07,96314,114246,127702,5085,163000,76835221
2021.06.07,96320,113997,126306,4991,159000,72308577
2021.05.07,96047,113320,124189,4837,151000,64658435
2021.04.07,95287,111758,120104,4714,125000,52236740
2021.12.08,98063,118702,132381,5689,183000,106076152
2021.11.08,97919,118316,131203,5579,181000,101473119
2021.10.08,97941,118078,130313,5459,178000,96755361
2021.09.08,97778,117347,129606,5338,174000,88869697
2021.08.08,97070,115944,129067,5203,170000,82530088
2021.07.08,96316,114261,127704,5091,163000,76920558
2021.06.08,96328,114013,126484,4995,160000,72560566
2021.05.08,96044,113336,124189,4837,152000,64840986
2021.04.08,95289,111759,120104,4714,126000,52596003
2021.03.08,95262,111711,120104,4714,113000,44982584
2021.12.09,98063,118702,132381,5689,183000,106231130
2021.11.09,98000,118420,131232,5600,181000,101845786
2021.10.09,97945,118093,130307,5461,178000,96823283
2021.09.09,97778,117347,129606,5338,175000,89076119
2021.08.09,97092,115995,129151,5210,170000,82740425
2021.07.09,96325,114289,127678,5095,163000,77034918
2021.06.09,96327,114024,126677,4999,160000,72720945
2021.05.09,96035,113353,124189,4837,152000,65007487
2021.04.09,95289,111763,120104,4714,126000,52999405
2021.03.09,95262,111711,120104,4714,113000,44982584
2021.12.10,98063,118702,132381,5689,183000,106231130
2021.11.10,98008,118431,131332,5606,181000,102117750
2021.10.10,97954,118105,130307,5463,178000,96920995
2021.09.10,97757,117353,129622,5342,175000,89255606
2021.08.10,97096,116027,129199,5216,170000,83047928
2021.07.10,96332,114310,127675,5100,163000,77147879
2021.06.10,96327,114024,126797,4999,160000,72821680
2021.05.10,96044,113391,124189,4837,153000,65253199
2021.04.10,95293,111835,120104,4714,127000,53323028
2021.03.10,95262,111711,120104,4714,114000,45651091
2021.12.11,98068,118702,132381,5689,183000,106504901
2021.11.11,98011,118439,131427,5609,181000,102375293
2021.10.11,97954,118112,130310,5468,178000,97043924
2021.09.11,97769,117375,129687,5346,175000,89450821
2021.08.11,97112,116082,129177,5219,171000,83256864
2021.07.11,96320,114318,127658,5104,163000,77237817
2021.06.11,96340,114077,126844,5000,160000,72909811
2021.05.11,96058,113417,124584,4853,153000,65531760
2021.04.11,95295,111835,120104,4714,127000,53678881
2021.03.11,95262,111711,120104,4714,115000,46208328
2021.12.12,98068,118702,132381,5689,183000,106624061
2021.11.12,98018,118452,131502,5609,181000,102591794
2021.10.12,97963,118143,130333,5471,179000,97213412
2021.09.12,97785,117396,129711,5349,175000,89807266
2021.08.12,97139,116138,129223,5224,171000,83381024
2021.07.12,96321,114337,127669,5106,163000,77350469
2021.06.12,96344,114092,126886,5003,160000,73020012
2021.05.12,96087,113454,124662,4867,153000,65777101
2021.04.12,95262,111899,120104,4714,128000,54091829
2021.03.12,95262,111711,120104,4714,116000,46618320
2021.12.13,98157,118895,132614,5723,183000,106624061
2021.11.13,98009,118455,131555,5609,181000,102762031
2021.10.13,97958,118152,130381,5476,179000,97362663
2021.09.13,97802,117434,129714,5353,175000,90104956
2021.08.13,97148,116177,129188,5225,171000,83553001
2021.07.13,96334,114360,127692,5110,163000,77416179
2021.06.13,96337,114092,126935,5005,160000,73129909
2021.05.13,96096,113485,124690,4877,154000,66008126
2021.04.13,95350,111983,120104,4714,129000,54576061
2021.03.13,95262,111711,120104,4714,116000,46923488
2021.12.14,98157,118895,132614,5723,183000,106952367
2021.11.14,98010,118460,131579,5609,182000,102897888
2021.10.14,97952,118159,130470,5478,179000,97447853
2021.09.14,97810,117470,129715,5360,175000,90399389
2021.08.14,97153,116213,129201,5227,171000,83675790
2021.07.14,96329,114379,127692,5114,164000,77569944
2021.06.14,96340,114105,127043,5010,160000,73250360
2021.05.14,96111,113507,124739,4881,154000,66292338
2021.04.14,95359,111993,120104,4714,129000,54941610
2021.03.14,95262,111711,120104,4714,117000,47127325
2021.12.15,98157,118895,132612,5723,184000,107061731
2021.11.15,97999,118452,131572,5611,182000,103019984
2021.10.15,97953,118176,130553,5479,179000,97563684
2021.09.15,97814,117481,129713,5369,176000,90680088
2021.08.15,97164,116247,129212,5232,171000,83792760
2021.07.15,96338,114411,127734,5119,164000,77761265
2021.06.15,96344,114111,127089,5012,160000,73393748
2021.05.15,96105,113521,124795,4884,154000,66591363
2021.04.15,95365,112073,120104,4714,130000,55366822
2021.03.15,95262,111711,120104,4714,117000,47484126
2021.12.16,98157,118895,132612,5723,184000,107155237
2021.11.16,97994,118450,131559,5611,182000,103133526
2021.10.16,97957,118195,130550,5481,179000,97665208
2021.09.16,97825,117504,129687,5371,176000,90872134
2021.08.16,97175,116276,129244,5235,171000,83984883
2021.07.16,96347,114436,127771,5121,165000,77959236
2021.06.16,96338,114114,127130,5016,160000,73528552
2021.05.16,96107,113531,124797,4887,155000,66775750
2021.04.16,95532,112176,121001,4738,130000,55759438
2021.03.16,95262,111711,120104,4714,118000,47796103
2021.12.17,98157,118895,132612,5723,184000,107272907
2021.11.17,97996,118454,131573,5612,182000,103247637
2021.10.17,97962,118207,130515,5484,179000,97764985
2021.09.17,97815,117500,129661,5373,176000,91083661
2021.08.17,97183,116312,129286,5238,172000,84201378
2021.07.17,96349,114457,127757,5126,165000,78236810
2021.06.17,96324,114109,127184,5018,160000,73647388
2021.05.17,96119,113554,124860,4891,155000,66979018
2021.04.17,95638,112411,121381,4748,131000,56132437
2021.03.17,95262,111711,120104,4714,118000,47972825
2021.12.18,98157,118895,132612,5723,184000,107330134
2021.11.18,97993,118461,131585,5621,182000,103338503
2021.10.18,97958,118212,130530,5492,179000,97892286
2021.09.18,97819,117503,129640,5374,176000,91334387
2021.08.18,97180,116328,129266,5245,172000,84369928
2021.07.18,96355,114489,127865,5127,166000,78442933
2021.06.18,96335,114124,127224,5018,161000,73752500
2021.05.18,96138,113583,124922,4896,155000,66979018
2021.04.18,95638,112411,121381,4748,132000,56442363
2021.03.18,95262,111711,120104,4714,118000,48210126
2021.12.19,98157,118895,132612,5723,184000,107395441
2021.11.19,97991,118467,131598,5627,182000,103338503
2021.10.19,97952,118217,130487,5494,179000,98081596
2021.09.19,97818,117513,129615,5378,176000,91631497
2021.08.19,97184,116343,129286,5252,172000,84369928
2021.07.19,96359,114510,127864,5128,166000,78680506
2021.06.19,96333,114129,127247,5019,161000,73877272
2021.05.19,96150,113605,124935,4906,155000,66979018
2021.04.19,95641,112413,121383,4749,133000,57333322
2021.03.19,95262,111711,120104,4714,119000,48535074
2021.12.20,98157,118895,132612,5723,184000,107489808
2021.11.20,97993,118472,131625,5629,182000,103338503
2021.10.20,97946,118216,130507,5496,179000,98344780
2021.09.20,97821,117532,129656,5387,176000,92048240
2021.08.20,97184,116366,129275,5254,172000,84369928
2021.07.20,96363,114545,127891,5131,166000,78914997
2021.06.20,96329,114129,127303,5020,161000,73985079
2021.05.20,96155,113624,124982,4914,156000,67558388
2021.04.20,95669,112463,121502,4756,134000,57944297
2021.03.20,95262,111711,120104,4714,120000,48786574
2021.12.21,98154,118895,132612,5723,184000,107605109
2021.11.21,97990,118480,131658,5630,182000,103338503
2021.10.21,97944,118220,130549,5498,179000,98543403
2021.09.21,97818,117542,129665,5392,176000,92452418
2021.08.21,97191,116387,129265,5258,172000,84369928
2021.07.21,96366,114566,127957,5140,167000,79099654
2021.06.21,96340,114157,127332,5027,161000,74136327
2021.05.21,96158,113651,125047,4919,156000,67826339
2021.04.21,95712,112541,121580,4762,134000,58328223
2021.03.21,95262,111711,120104,4714,120000,49117563
2021.12.22,98154,118895,132612,5723,184000,107683880
2021.11.22,98009,118504,131707,5636,182000,103338503
2021.10.22,97937,118226,130575,5499,179000,98543403
2021.09.22,97832,117577,129671,5396,176000,92795327
2021.08.22,97194,116410,129293,5260,172000,84369928
2021.07.22,96367,114586,127976,5146,167000,79320999
2021.06.22,96342,114169,127372,5032,161000,74327306
2021.05.22,96168,113674,125126,4923,156000,68004148
2021.04.22,95739,112607,121664,4765,135000,58620960
2021.03.22,95262,111711,120104,4714,121000,49370293
2021.12.23,98154,118895,132612,5723,184000,107747347
2021.11.23,98010,118512,131722,5643,182000,103338503
2021.10.23,97927,118225,130564,5502,180000,98902973
2021.09.23,97835,117608,129757,5402,177000,93185120
2021.08.23,97217,116458,129354,5269,172000,84369928
2021.07.23,96367,114615,128011,5149,167000,79552347
2021.06.23,96344,114177,127396,5036,161000,74455966
2021.05.23,96174,113702,125195,4928,156000,68159714
2021.04.23,95757,112650,121696,4769,135000,58971661
2021.03.23,95262,111711,120104,4714,121000,49805191
2021.12.24,98154,118895,132612,5723,184000,107803327
2021.11.24,98005,118519,131758,5649,182000,103986792
2021.10.24,97934,118246,130612,5506,180000,99072180
2021.09.24,97843,117630,129832,5404,177000,93541986
2021.08.24,97232,116499,129388,5275,172000,85410720
2021.07.24,96361,114625,128060,5153,168000,79772585
2021.06.24,96336,114172,127444,5039,161000,74579619
2021.05.24,96176,113720,125333,4933,157000,68408111
2021.04.24,95771,112691,121688,4775,135000,59162904
2021.03.24,95262,111711,120104,4714,121000,50048107
2021.12.25,98154,118895,132574,5723,184000,107882526
2021.11.25,98006,118529,131814,5649,182000,104212535
2021.10.25,97933,118249,130692,5511,180000,99217521
2021.09.25,97851,117662,129928,5408,177000,93781347
2021.08.25,97234,116525,129413,5281,172000,85631255
2021.07.25,96373,114666,128147,5155,168000,79996094
2021.06.25,96336,114175,127475,5039,161000,74712639
2021.05.25,96183,113732,125449,4937,157000,68792649
2021.04.25,95852,112811,122350,4779,137000,59317786
2021.03.25,95262,111711,120104,4714,121000,50174299
2021.12.26,98144,119011,132574,5728,184000,107961716
2021.11.26,97998,118524,131856,5654,182000,104330852
2021.10.26,97932,118254,130719,5518,180000,99438756
2021.09.26,97858,117679,130047,5413,177000,93781347
2021.08.26,97660,117051,129448,5291,173000,85775445
2021.07.26,96460,114799,128212,5161,168000,80257937
2021.06.26,96325,114173,127478,5042,162000,74866395
2021.05.26,96193,113750,125494,4942,157000,69050221
2021.04.26,95893,112883,122549,4783,140000,60085278
2021.03.26,95262,111711,120104,4714,121000,50264799
2021.12.27,98133,119018,132561,5728,185000,108047864
2021.11.27,97992,118527,131940,5657,182000,104425480
2021.10.27,97924,118253,130752,5523,180000,99566082
2021.09.27,97904,117786,130143,5418,177000,94510028
2021.08.27,97690,117098,129426,5294,173000,86032424
2021.07.27,96579,114998,128259,5163,168000,80554436
2021.06.27,96327,114180,127454,5048,162000,75113067
2021.05.27,96225,113788,125554,4948,157000,69240082
2021.04.27,95905,112920,122672,4787,141000,60778834
2021.03.27,95262,111711,120104,4714,122000,50361419
2021.12.28,98133,119018,132561,5728,185000,108214202
2021.11.28,97986,118523,131971,5660,182000,104539120
2021.10.28,97919,118251,130852,5523,180000,99680688
2021.09.28,97917,117830,130208,5421,177000,94892025
2021.08.28,97709,117125,129409,5296,173000,86032424
2021.07.28,96625,115088,128296,5166,168000,80554436
2021.06.28,96335,114190,127479,5052,162000,75388092
2021.05.28,96225,113788,125554,4948,157000,69382949
2021.04.28,95919,112972,123088,4793,143000,61283898
2021.03.28,95262,111711,120104,4714,122000,50422421
2021.12.29,98154,119061,132557,5730,186000,108354903
2021.11.29,97999,118545,132038,5664,182000,104700233
2021.10.29,97914,118250,130856,5526,180000,99788068
2021.09.29,97930,117877,130226,5428,177000,95188486
2021.08.29,97732,117165,129426,5299,173000,86471056
2021.07.29,96637,115139,128414,5167,168000,80738514
2021.06.29,96335,114193,127493,5057,162000,75661621
2021.05.29,96225,113788,125554,4948,158000,69644131
2021.04.29,95940,113024,123307,4794,144000,61707781
2021.03.29,95262,111711,120104,4714,122000,50474114
2021.12.30,98154,119068,132550,5730,186000,108490635
2021.11.30,97998,118558,132024,5667,182000,104907653
2021.10.30,97911,118245,130926,5531,180000,99921608
2021.09.30,97939,117923,130213,5433,178000,95408639
2021.08.30,97750,117192,129473,5305,173000,86700302
2021.07.30,96654,115190,128499,5167,168000,81029787
2021.06.30,96334,114193,127539,5064,162000,75861661
2021.05.30,96225,113788,125554,4948,158000,69892086
2021.04.30,95945,113044,123440,4797,145000,62255384
2021.03.30,95262,111711,120104,4714,122000,50516766
2021.12.31,98141,119071,132513,5730,186000,108609350
2021.10.31,97893,118246,130948,5533,180000,100043486
2021.08.31,97764,117223,129518,5309,174000,86939792
2021.07.31,96667,115241,128529,5170,168000,81141581
2021.05.31,96225,113788,125554,4948,158000,70442467
2021.03.31,95262,111711,120104,4714,122000,50569097
